estimate,statistic,p.value,parameter,conf.low,conf.high,method,alternative
18.128446333870517,42.482021905685095,1.107097533817017e-11,9,17.1631110488501,19.093781618890933,One Sample t-test,two.sided
18.67831478208137,47.439737204897035,4.116227440173795e-12,9,17.787641981960476,19.56898758220226,One Sample t-test,two.sided
20.082024899585416,72.12534433022229,9.572129997944086e-14,9,19.452167296936118,20.711882502234715,One Sample t-test,two.sided
21.28956796104498,97.77387103256697,6.211459858584203e-15,9,20.79699925994573,21.78213666214423,One Sample t-test,two.sided
22.501174091271803,84.85115783879765,2.221934909267884e-14,9,21.90128608221666,23.101062100326946,One Sample t-test,two.sided
23.069039925233678,82.55114673233285,2.844578819291266e-14,9,22.436876763709652,23.7012030867577,One Sample t-test,two.sided
24.13513896525486,77.8876145709347,4.7975702767483796e-14,9,23.434161309357364,24.836116621152353,One Sample t-test,two.sided
25.660696317275136,80.002618289207,3.770825996755143e-14,9,24.93511346489061,26.386279169659666,One Sample t-test,two.sided
25.956888674473433,85.0734292409737,2.170288209126831e-14,9,25.266678321337285,26.647099027609585,One Sample t-test,two.sided
26.8188528949798,80.62786856717639,3.515978648124193e-14,9,26.066402641084483,27.571303148875113,One Sample t-test,two.sided
28.22427280477612,96.80241545838986,6.795000878085902e-15,9,27.564705162917644,28.883840446634597,One Sample t-test,two.sided
29.373495983078637,143.26040552430553,1.9996607037867342e-16,9,28.909673030104567,29.837318936052707,One Sample t-test,two.sided
30.24918405731517,104.30686779854365,3.4720471825470293e-15,9,29.5931543075175,30.905213807112833,One Sample t-test,two.sided
30.931390493554062,137.29462664861126,2.931844190135655e-16,9,30.421744426054378,31.441036561053746,One Sample t-test,two.sided
31.968420594157603,101.85900107415927,4.298684929730519e-15,9,31.258443165871537,32.678398022443666,One Sample t-test,two.sided
32.631918109461324,109.87173855703963,2.1755685848574803e-15,9,31.960057190023527,33.30377902889913,One Sample t-test,two.sided
33.36197624599215,126.85787058171437,5.97063813585067e-16,9,32.76705822329556,33.95689426868876,One Sample t-test,two.sided
34.99107184343953,100.57137559562891,4.819712521283976e-15,9,34.204015851256564,35.77812783562249,One Sample t-test,two.sided
36.80153639565653,89.99896994059374,1.3084584949382283e-14,9,35.87651626248872,37.726556528824325,One Sample t-test,two.sided
36.718931165203834,80.52719333175125,3.5556878907676916e-14,9,35.68742876571677,37.750433564690894,One Sample t-test,two.sided
37.7215958859898,139.1112035879418,2.6048683357365433e-16,9,37.10818606618526,38.33500570579434,One Sample t-test,two.sided
39.53468845001136,100.0336689948216,5.0577556102387365e-15,9,38.64065267630782,40.42872422371489,One Sample t-test,two.sided
40.155311296074764,246.46897350637667,1.5161679834368433e-18,9,39.78675527143397,40.52386732071556,One Sample t-test,two.sided
40.55399609853169,151.09573199074666,1.238513659900599e-16,9,39.94683458876778,41.161157608295596,One Sample t-test,two.sided
41.719563455074436,161.83699397447566,6.676674428570709e-17,9,41.13640748448346,42.302719425665416,One Sample t-test,two.sided
42.57498885783919,214.84267769598065,5.217223398608694e-18,9,42.12670122228335,43.02327649339502,One Sample t-test,two.sided
44.09565428162734,108.4475192159753,2.4464433272239726e-15,9,43.175842552390826,45.01546601086386,One Sample t-test,two.sided
45.150349779829924,222.82243595507262,3.757669210573273e-18,9,44.69197050253901,45.60872905712083,One Sample t-test,two.sided
46.142555782876705,153.11543902354953,1.0990515593036524e-16,9,45.46083672345516,46.82427484229825,One Sample t-test,two.sided
47.24378416883682,186.34550074795382,1.8773282279358355e-17,9,46.67026420550923,47.8173041321644,One Sample t-test,two.sided
48.017791554632495,183.09867455356274,2.1990096565410036e-17,9,47.424538810603,48.61104429866199,One Sample t-test,two.sided
49.203623644581285,164.68813388709574,5.705853270675034e-17,9,48.527762384658786,49.87948490450378,One Sample t-test,two.sided
49.5882720807213,212.91991339811747,5.65681050950055e-18,9,49.06142391942019,50.11512024202242,One Sample t-test,two.sided
51.03958043480253,140.6417841808168,2.360659358492806e-16,9,50.218632711909855,51.8605281576952,One Sample t-test,two.sided
52.427735749972804,225.67351091366322,3.351441330890522e-18,9,51.90219875860891,52.9532727413367,One Sample t-test,two.sided
53.367263305964556,365.07762132695086,4.418592534208843e-20,9,53.036579829645945,53.69794678228316,One Sample t-test,two.sided
53.621879681101746,117.42640319412641,1.1962439632562868e-15,9,52.588882706794564,54.65487665540893,One Sample t-test,two.sided
55.33098088757843,262.5411313330607,8.587419803251787e-19,9,54.85422749619954,55.807734278957305,One Sample t-test,two.sided
56.09238559819745,164.6049215251271,5.731858167137551e-17,9,55.32151076235586,56.863260434039056,One Sample t-test,two.sided
57.31414299455067,163.16055425543232,6.204885061049211e-17,9,56.51950485608378,58.10878113301757,One Sample t-test,two.sided
58.327650768011345,174.79573932307065,3.3386430128201576e-17,9,57.5727907612112,59.082510774811496,One Sample t-test,two.sided
58.66188553299611,188.02528013652292,1.731698981027143e-17,9,57.95611658296257,59.36765448302965,One Sample t-test,two.sided
59.64438128621677,282.6968641011525,4.413486913327323e-19,9,59.167103390771125,60.121659181662416,One Sample t-test,two.sided
60.65733871893389,330.1822381175498,1.091291580621675e-19,9,60.241760842784,61.0729165950838,One Sample t-test,two.sided
61.84542321421988,221.95205935109377,3.892365955619325e-18,9,61.215088593674515,62.47575783476525,One Sample t-test,two.sided
62.90197252140688,212.09099708093686,5.858889304467349e-18,9,62.231061687605035,63.57288335520874,One Sample t-test,two.sided
63.573016715364865,189.84611962551364,1.5878581782269695e-17,9,62.81549712314442,64.33053630758532,One Sample t-test,two.sided
65.22707672914437,298.8820408249901,2.674197402354167e-19,9,64.7333906634847,65.72076279480403,One Sample t-test,two.sided
65.7959274669107,194.18297959690375,1.295825068820826e-17,9,65.029430171879,66.56242476194241,One Sample t-test,two.sided
66.48887230589249,165.46820220542324,5.468345979237495e-17,9,65.57988630901544,67.39785830276955,One Sample t-test,two.sided
68.47895898496425,220.59073228408144,4.113929985503828e-18,9,67.77670750791985,69.18121046200865,One Sample t-test,two.sided
69.30780538654531,171.10950299314595,4.044432694978801e-17,9,68.39151993395254,70.22409083913809,One Sample t-test,two.sided
69.91400381046027,357.7393640730121,5.3045105377766335e-20,9,69.47190411335382,70.35610350756671,One Sample t-test,two.sided
71.53897074179427,250.12299544793026,1.328105796230717e-18,9,70.89195947922344,72.1859820043651,One Sample t-test,two.sided
72.66056912403916,212.46991541528504,5.765535605235752e-18,9,71.88695547348694,73.43418277459138,One Sample t-test,two.sided
73.07037954689086,408.0821779586744,1.6219824869253674e-20,9,72.66532220450155,73.47543688928018,One Sample t-test,two.sided
74.29630152859633,209.8696646384123,6.441111497989039e-18,9,73.4954715898727,75.09713146731997,One Sample t-test,two.sided
74.6696819912035,299.11371659752314,2.6556152725477996e-19,9,74.10496514076381,75.2343988416432,One Sample t-test,two.sided
76.10473401360392,245.3779344024841,1.577922710209832e-18,9,75.40311889246047,76.80634913474736,One Sample t-test,two.sided
76.87036694519962,209.9919827046612,6.407429401093929e-18,9,76.0422741344537,77.69845975594554,One Sample t-test,two.sided
78.1205495253925,221.61789581603952,3.945498226177826e-18,9,77.3231366629525,78.91796238783252,One Sample t-test,two.sided
78.90377787000315,242.49728728857198,1.754837775529173e-18,9,78.16771707412275,79.63983866588356,One Sample t-test,two.sided
79.77531736663087,307.1056652878228,2.0946470132723274e-19,9,79.18768800646818,80.36294672679358,One Sample t-test,two.sided
81.6354302399834,189.26629304548217,1.6321686279106707e-17,9,80.6597035520247,82.61115692794213,One Sample t-test,two.sided
82.0323518969627,227.4750665964194,3.1200218505166104e-18,9,81.21656986334698,82.84813393057841,One Sample t-test,two.sided
83.03303053309175,227.98272751324396,3.0580579538868473e-18,9,82.20913581607479,83.85692525010869,One Sample t-test,two.sided
83.84346936917609,248.3354726435675,1.4166505548045763e-18,9,83.07971579515664,84.60722294319555,One Sample t-test,two.sided
85.05678976990934,327.4920377737832,1.1746677309079232e-19,9,84.46925845913125,85.64432108068745,One Sample t-test,two.sided
86.13420894294511,270.2489432486842,6.618748334379181e-19,9,85.41321031338548,86.85520757250474,One Sample t-test,two.sided
86.99889528638502,257.23787835764864,1.0318461128358584e-18,9,86.23382454569884,87.76396602707119,One Sample t-test,two.sided
87.84316150304433,208.40000413477705,6.86156508762489e-18,9,86.88963447303314,88.79668853305552,One Sample t-test,two.sided
88.82071880893719,332.98674022767034,1.0113096901197871e-19,9,88.21731212337023,89.42412549450414,One Sample t-test,two.sided
90.06727719795428,420.921653962744,1.2273521000904645e-20,9,89.58322907562814,90.55132532028043,One Sample t-test,two.sided
90.69668155196638,276.9666590018649,5.306583083109383e-19,9,89.95590593458991,91.43745716934286,One Sample t-test,two.sided
91.75722892768269,269.6628023694467,6.749344005340185e-19,9,90.98749253529404,92.52696532007133,One Sample t-test,two.sided
92.97469487575674,330.3195094590733,1.087217077748484e-19,9,92.33796781014505,93.61142194136843,One Sample t-test,two.sided
93.7772000257933,477.4283713316397,3.9502689992803215e-21,9,93.3328637075435,94.22153634404312,One Sample t-test,two.sided
94.61026163009487,326.1419833855704,1.2191584135619737e-19,9,93.95403430603488,95.26648895415487,One Sample t-test,two.sided
96.28732101897916,262.57184348294305,8.578385127503829e-19,9,95.45776880941834,97.11687322853997,One Sample t-test,two.sided
96.7418267266903,218.18344593480606,4.540867174586014e-18,9,95.73879363527347,97.74485981810714,One Sample t-test,two.sided
97.98004376982828,490.6161410057364,3.0912057551122496e-21,9,97.52827253912473,98.43181500053186,One Sample t-test,two.sided
99.20455276541985,337.2917725364281,9.009040849578323e-20,9,98.539205111272,99.86990041956771,One Sample t-test,two.sided
99.93374285425485,216.34425462193917,4.900280463335259e-18,9,98.88880716785062,100.97867854065908,One Sample t-test,two.sided
100.84083311679612,295.1373805195686,2.995499880266193e-19,9,100.06791234160961,101.61375389198261,One Sample t-test,two.sided
101.74830630616117,489.105517686644,3.1781978676654452e-21,9,101.27771120635178,102.21890140597056,One Sample t-test,two.sided
102.89507398354141,210.94337092019168,6.152031957292799e-18,9,101.79162698915074,103.99852097793207,One Sample t-test,two.sided
104.06217122577482,744.5413688815685,7.24173262220737e-23,9,103.74599673789064,104.378345713659,One Sample t-test,two.sided
105.11129777918381,359.05729914597623,5.13183837297404e-20,9,104.44906844774353,105.77352711062409,One Sample t-test,two.sided
105.86469566924558,290.49832713003707,3.4545273932811857e-19,9,105.04031026929651,106.68908106919467,One Sample t-test,two.sided
106.67866855759416,351.03217196015345,6.289538523545914e-20,9,105.99119905060343,107.3661380645849,One Sample t-test,two.sided
108.15018068832892,267.47454155345184,7.262819929445851e-19,9,107.23550408217,109.06485729448782,One Sample t-test,two.sided
108.85642932722726,346.2969428695764,7.107217092993178e-20,9,108.1453333837324,109.5675252707221,One Sample t-test,two.sided
109.94341457914018,693.2160598577697,1.3772729485728728e-22,9,109.58463858245638,110.30219057582399,One Sample t-test,two.sided
111.0219325730557,403.35533554413655,1.8012844403558582e-20,9,110.39928291934768,111.6445822267637,One Sample t-test,two.sided
112.11014277496307,284.12282000591233,4.218108204978766e-19,9,111.2175331546044,113.00275239532174,One Sample t-test,two.sided
113.42942282274082,303.14141831510483,2.354449245951583e-19,9,112.58296910243854,114.27587654304308,One Sample t-test,two.sided
113.44896662906478,320.08981495947376,1.4430057954084808e-19,9,112.64719356263814,114.25073969549142,One Sample t-test,two.sided
114.48242322155178,326.49176440724057,1.207454448288193e-19,9,113.68921107368854,115.27563536941503,One Sample t-test,two.sided
115.60365524167058,294.97394393919205,3.010469101628405e-19,9,114.71709003100061,116.49022045234052,One Sample t-test,two.sided
116.59838406639325,368.8196647849521,4.031128730955587e-20,9,115.88322732484511,117.3135408079414,One Sample t-test,two.sided
118.07692356754458,443.46189697009515,7.675076823068771e-21,9,117.4745977302303,118.67924940485887,One Sample t-test,two.sided
118.84735057777004,337.172936842029,9.037656018090066e-20,9,118.04998116874462,119.64471998679545,One Sample t-test,two.sided
119.6814027697915,428.8136716677027,1.0384037924685018e-20,9,119.05003730638057,120.31276823320242,One Sample t-test,two.sided
120.98036606465969,404.69691053759533,1.7482526781268033e-20,9,120.30411528407537,121.65661684524403,One Sample t-test,two.sided
122.20749449516306,331.5072021710168,1.052661222424391e-19,9,121.37356824194929,123.04142074837682,One Sample t-test,two.sided
122.44903596585829,357.21494698976704,5.375005582693452e-20,9,121.67359539115066,123.2244765405659,One Sample t-test,two.sided
123.98194636455669,269.8178442059761,6.71452345886066e-19,9,122.94247972419566,125.02141300491773,One Sample t-test,two.sided
124.38159407248845,422.4252374870191,1.1885912076601625e-20,9,123.71551002025427,125.04767812472262,One Sample t-test,two.sided
125.57861455048281,439.3291302055865,8.349836715602615e-21,9,124.93199555149516,126.22523354947045,One Sample t-test,two.sided
127.34560276429883,417.3968268110652,1.3238438607362651e-20,9,126.65543036973362,128.03577515886403,One Sample t-test,two.sided
127.83460326069667,294.0501903094597,3.0966543294248496e-19,9,126.85115902923633,128.81804749215698,One Sample t-test,two.sided
128.86748648829382,465.139450283233,4.995147872154329e-21,9,128.24075291961074,129.4942200569769,One Sample t-test,two.sided
130.13636772488707,572.2915614647314,7.73153863593148e-22,9,129.621963990476,130.6507714592981,One Sample t-test,two.sided
130.73255748228425,702.369070866457,1.2239114792717066e-22,9,130.31150022964263,131.15361473492587,One Sample t-test,two.sided
132.47288796275242,597.4525733954897,5.249224062038473e-22,9,131.9713008816585,132.97447504384635,One Sample t-test,two.sided
132.86382880104316,552.1078241265582,1.0680787140793134e-21,9,132.31944444555145,133.40821315653488,One Sample t-test,two.sided
133.7272906428323,671.1948369711184,1.841610888679837e-22,9,133.27658373669095,134.1779975489736,One Sample t-test,two.sided
135.06191975630344,513.6782150445579,2.0445131266573465e-21,9,134.46712854217438,135.65671097043247,One Sample t-test,two.sided
136.1551448409096,488.30294178690525,3.225519750664215e-21,9,135.52437998205667,136.78590969976253,One Sample t-test,two.sided
137.0933907420219,416.51511268148687,1.349279090737782e-20,9,136.3488156080183,137.83796587602555,One Sample t-test,two.sided
138.0406633943087,378.361598048892,3.203285739233362e-20,9,137.21534265069957,138.86598413791782,One Sample t-test,two.sided
138.66570507111825,476.04548537060333,4.054751252425429e-21,9,138.00676884002075,139.32464130221578,One Sample t-test,two.sided
140.33357430705914,501.82535051468335,2.522516220693547e-21,9,139.70097055363337,140.9661780604849,One Sample t-test,two.sided
140.9223247608388,310.4301302386288,1.9012100761510503e-19,9,139.89539980960788,141.94924971206967,One Sample t-test,two.sided
142.14763395196624,382.32338526093037,2.916645698384135e-20,9,141.30656510628265,142.98870279764984,One Sample t-test,two.sided
142.90147087530312,489.3889954625008,3.1616680756311095e-21,9,142.24092151904009,143.56202023156615,One Sample t-test,two.sided
143.7193905054459,364.7359432185465,4.455983451744289e-20,9,142.82801729501875,144.61076371587302,One Sample t-test,two.sided
145.13228733224224,390.64992319516637,2.402571752904361e-20,9,144.29186212325558,145.97271254122887,One Sample t-test,two.sided
146.4881931902754,524.688390336163,1.6892722856621235e-21,9,145.85661962853064,147.1197667520202,One Sample t-test,two.sided
147.21950510065454,441.64836043395803,7.963413248370568e-21,9,146.46543537504792,147.97357482626117,One Sample t-test,two.sided
148.588611300472,251.3409774215558,1.2712999678884049e-18,9,147.25126155825373,149.92596104269026,One Sample t-test,two.sided
148.95667329188677,488.0277477928674,3.24192570370035e-21,9,148.2662137699482,149.64713281382538,One Sample t-test,two.sided
149.7091183208639,563.1019968714237,8.944103104735196e-22,9,149.10768988298344,150.31054675874435,One Sample t-test,two.sided
150.95243006888046,391.26765262652117,2.368649948086405e-20,9,150.07968191648447,151.82517822127645,One Sample t-test,two.sided
152.0344006794246,369.192822929153,3.9946089947606443e-20,9,151.10283948124095,152.96596187760827,One Sample t-test,two.sided
153.01487130318475,433.452476466023,9.425672143974914e-21,9,152.2162977433904,153.81344486297908,One Sample t-test,two.sided
153.91132620763543,723.6670074885161,9.353870201286252e-23,9,153.43020491094305,154.3924475043278,One Sample t-test,two.sided
155.35321721677153,543.8430886518872,1.2233599133170567e-21,9,154.70701355909185,155.9994208744512,One Sample t-test,two.sided
156.06789370390894,638.5186344342503,2.8858212491371772e-22,9,155.51497310835273,156.62081429946517,One Sample t-test,two.sided
157.17777714437386,391.6625274123008,2.347244868040293e-20,9,156.2699526538641,158.08560163488363,One Sample t-test,two.sided
157.8250635020947,676.2693850890354,1.720910655554032e-22,9,157.2971302468826,158.3529967573068,One Sample t-test,two.sided
158.56487216488142,342.9044752993998,7.765625983368029e-20,9,157.518812147663,159.61093218209984,One Sample t-test,two.sided
159.67917012172006,458.1417392678487,5.725269173116764e-21,9,158.8907255259105,160.4676147175296,One Sample t-test,two.sided
160.92586254376135,425.18429605626204,1.1209531019271802e-20,9,160.0696700737914,161.7820550137313,One Sample t-test,two.sided
161.60957045920483,614.6881182652963,4.0638263955740194e-22,9,161.01481966359364,162.20432125481602,One Sample t-test,two.sided
163.3132539107654,580.6686919968985,6.783716847438838e-22,9,162.67702149078835,163.9494863307425,One Sample t-test,two.sided
164.16392224612636,367.54885586091507,4.158309356655519e-20,9,163.15354066920028,165.1743038230524,One Sample t-test,two.sided
164.93642552607918,447.7323244826549,7.04084883103514e-21,9,164.10308806972895,165.7697629824294,One Sample t-test,two.sided
165.6289716052654,533.0403343024797,1.4654597748388369e-21,9,164.92606276259022,166.3318804479406,One Sample t-test,two.sided
166.41639801828882,465.8478181761422,4.927204176551924e-21,9,165.60827993316386,167.22451610341378,One Sample t-test,two.sided
168.0208194964718,607.1837820502304,4.538851702039229e-22,9,167.39483192638266,168.64680706656097,One Sample t-test,two.sided
169.518437830749,700.2665428302216,1.2573837080932066e-22,9,168.97082156621164,170.0660540952864,One Sample t-test,two.sided
170.23765959310666,421.2351843830823,1.2191551164029813e-20,9,169.32343315784212,171.1518860283712,One Sample t-test,two.sided
171.43455245563916,600.2183553647046,5.035504576961617e-22,9,170.7884344265546,172.08067048472375,One Sample t-test,two.sided
172.17406211799855,635.9593307529698,2.9920386781951086e-22,9,171.56162549031805,172.786498745679,One Sample t-test,two.sided
173.1746293383069,463.36307450128044,5.17015499184011e-21,9,172.32918383405686,174.0200748425569,One Sample t-test,two.sided
174.1682477453787,499.5925775718885,2.625808024909028e-21,9,173.3796132322638,174.95688225849358,One Sample t-test,two.sided
175.1731465409984,724.7378300223818,9.230219033634086e-23,9,174.62637062871383,175.71992245328295,One Sample t-test,two.sided
176.00070064133413,354.6840707221126,5.730184063452743e-20,9,174.87817702530958,177.1232242573587,One Sample t-test,two.sided
177.2332194679708,536.3188662226955,1.3867800042757921e-21,9,176.48566158374234,177.98077735219928,One Sample t-test,two.sided
178.15107782465745,650.1010867786207,2.454737001485648e-22,9,177.53116540648531,178.77099024282958,One Sample t-test,two.sided
179.96497059433946,451.7703517210809,6.494309064482241e-21,9,179.0638290171381,180.86611217154083,One Sample t-test,two.sided
179.39068827550463,532.0363033032661,1.4905376073543648e-21,9,178.62793970383353,180.1534368471757,One Sample t-test,two.sided
181.36832126177748,703.3427060616142,1.2087475766194284e-22,9,180.784987357109,181.95165516644596,One Sample t-test,two.sided
181.96119530006163,656.5384365375775,2.2464270827218203e-22,9,181.33423304105034,182.58815755907295,One Sample t-test,two.sided
183.09845252413484,412.9167739168013,1.4588623662818376e-20,9,182.09535092584957,184.10155412242008,One Sample t-test,two.sided
184.321550076676,366.2082464729754,4.2973282278678656e-20,9,183.18295115439645,185.46014899895556,One Sample t-test,two.sided
185.24110804546677,896.1919705666369,1.3653421127268726e-23,9,184.773524633461,185.70869145747255,One Sample t-test,two.sided
185.8495595574275,549.4018044183786,1.1163673453574415e-21,9,185.0843256084768,186.61479350637822,One Sample t-test,two.sided
187.06756007310173,756.8523618889342,6.248019587321426e-23,9,186.50843356143915,187.62668658476431,One Sample t-test,two.sided
188.29485726064524,611.6325158478745,4.250235548583682e-22,9,187.59843817069586,188.99127635059463,One Sample t-test,two.sided
188.4715360133561,859.0499479515325,1.998404602193438e-23,9,187.97522932456243,188.96784270214974,One Sample t-test,two.sided
190.18047474193875,584.0993963981218,6.433438404584521e-22,9,189.4439252337304,190.9170242501471,One Sample t-test,two.sided
190.6473599979055,663.5232290372976,2.0423460462019886e-22,9,189.9973838220698,191.29733617374123,One Sample t-test,two.sided
192.2641599615854,1067.609065532814,2.825833219772266e-24,9,191.85677137652365,192.67154854664713,One Sample t-test,two.sided
193.23770930487245,675.2127864616996,1.7452989931160854e-22,9,192.59030736434133,193.88511124540358,One Sample t-test,two.sided
193.75886102190546,719.2805304348816,9.879959872369554e-23,9,193.14948404481515,194.3682379989958,One Sample t-test,two.sided
195.0286922929943,1003.9686182500343,4.913305016419304e-24,9,194.58925071563627,195.46813387035232,One Sample t-test,two.sided
196.10661146993044,570.5951371513665,7.940888988740443e-22,9,195.32913555588124,196.88408738397962,One Sample t-test,two.sided
197.01903799711627,805.5066062140194,3.566352186221674e-23,9,196.46573647907215,197.5723395151604,One Sample t-test,two.sided
198.53547424307735,879.4913163310879,1.617209028198493e-23,9,198.02481718849484,199.04613129765983,One Sample t-test,two.sided
198.51213254839988,726.1216048207401,9.073112069160191e-23,9,197.8936884206321,199.13057667616764,One Sample t-test,two.sided
200.1861233904262,839.7263992521343,2.4524936679941592e-23,9,199.64683765006626,200.7254091307861,One Sample t-test,two.sided
200.51735464584382,821.2905198524597,2.994855257055891e-23,9,199.9650509736196,201.069658318068,One Sample t-test,two.sided
201.98167796075958,917.0214897731632,1.1102894115797756e-23,9,201.48341886361897,202.4799370579002,One Sample t-test,two.sided
203.14340279792418,557.0327934681111,9.860352180659186e-22,9,202.31842030299174,203.96838529285665,One Sample t-test,two.sided
204.0737162796093,600.3219365682409,5.027690590217496e-22,9,203.3047175292725,204.84271502994613,One Sample t-test,two.sided
204.99781760009435,763.4249231419631,5.780246902381696e-23,9,204.39037439594338,205.6052608042453,One Sample t-test,two.sided
206.2335134658067,553.7868056674355,1.0392864272213326e-21,9,205.3910726295115,207.07595430210188,One Sample t-test,two.sided
206.78884745764057,613.0042552105483,4.1654015750909038e-22,9,206.02573877040572,207.5519561448754,One Sample t-test,two.sided
208.18246030285283,587.0619989092087,6.147077877233203e-22,9,207.3802597778349,208.98466082787078,One Sample t-test,two.sided
208.50625250336043,636.3418962662201,2.9758886946956776e-22,9,207.76502531816917,209.24747968855172,One Sample t-test,two.sided
209.68397503913013,621.6332360211449,3.6730041303981377e-22,9,208.92092364713113,210.4470264311291,One Sample t-test,two.sided
210.5725847849884,593.5313471062819,5.569708845609615e-22,9,209.7700184449245,211.3751511250523,One Sample t-test,two.sided
212.16207367489804,594.9629170254617,5.450251965013561e-22,9,211.35539490399702,212.96875244579908,One Sample t-test,two.sided
213.3573559763924,639.4066964251704,2.8499490691595146e-22,9,212.60251891610497,214.11219303667986,One Sample t-test,two.sided
213.87271344370424,604.0622495009392,4.754356571740533e-22,9,213.07177994547044,214.67364694193802,One Sample t-test,two.sided
214.118283546256,765.2670371240558,5.656222229305151e-23,9,213.48534212148158,214.75122497103047,One Sample t-test,two.sided
216.35347443420088,576.5806418359388,7.229066480593103e-22,9,215.50463296021522,217.2023159081865,One Sample t-test,two.sided
216.637576171158,664.8434840161092,2.0061338527254385e-22,9,215.90045795243608,217.37469438987992,One Sample t-test,two.sided
217.73528504143158,683.5988276627467,1.5617978878377836e-22,9,217.01475800902801,218.45581207383512,One Sample t-test,two.sided
218.55608116151637,635.886629116132,2.995118772676075e-22,9,217.778571174933,219.33359114809974,One Sample t-test,two.sided
219.9993112833465,554.3370522074081,1.0300388947173635e-21,9,219.1015307437839,220.89709182290906,One Sample t-test,two.sided
221.14391146461074,747.3066521835494,7.004103680239168e-23,9,220.47449111104214,221.81333181817934,One Sample t-test,two.sided
222.28359361202928,603.8977287661131,4.766026147193579e-22,9,221.45093536625416,223.1162518578044,One Sample t-test,two.sided
223.17453081443074,617.6455285615632,3.892021239767006e-22,9,222.35714310563966,223.9919185232218,One Sample t-test,two.sided
223.87510993906162,571.8362955730901,7.787112981366732e-22,9,222.98947066180426,224.76074921631897,One Sample t-test,two.sided
224.6391448384567,606.0697012046389,4.614494597254137e-22,9,223.8006784879179,225.47761118899544,One Sample t-test,two.sided
225.93686756004018,928.9045606471263,9.888090756746291e-24,9,225.386644507055,226.48709061302537,One Sample t-test,two.sided
226.7808889058771,836.9036425766302,2.5279523236547094e-23,9,226.16789837013908,227.39387944161516,One Sample t-test,two.sided
228.33872516756824,621.2227220391932,3.694906117893333e-22,9,227.5072390284482,229.17021130668832,One Sample t-test,two.sided
229.745940430837,690.252931928743,1.4314063210249276e-22,9,228.992996979634,230.49888388204002,One Sample t-test,two.sided
229.9465022646785,651.7367948843766,2.3998440604921397e-22,9,229.1483654535587,230.74463907579823,One Sample t-test,two.sided
231.33281183695902,726.6992429891039,9.008410804603933e-23,9,230.61269112356086,232.0529325503572,One Sample t-test,two.sided
231.75431915927913,1100.4948130325345,2.150629650232638e-24,9,231.27792918734374,232.2307091312145,One Sample t-test,two.sided
233.1075913368645,732.8816088685705,8.347119860723879e-23,9,232.3880671994538,233.8271154742752,One Sample t-test,two.sided
233.79924519572273,835.4597458278362,2.5675455512801288e-23,9,233.16619179031628,234.4322986011292,One Sample t-test,two.sided
234.81536668981732,721.5046218611362,9.609218263984001e-23,9,234.0791423502944,235.55159102934027,One Sample t-test,two.sided
236.24382916380446,645.1938680331403,2.6279696131639586e-22,9,235.4155189507224,237.07213937688653,One Sample t-test,two.sided
236.87009574116752,742.0943253726454,7.459501407755643e-23,9,236.14803472356778,237.59215675876726,One Sample t-test,two.sided
237.9738475391581,744.308541853558,7.262145415074825e-23,9,237.25057995119153,238.6971151271247,One Sample t-test,two.sided
239.56021888619222,607.0466885032187,4.548085197070573e-22,9,238.6674986468131,240.45293912557136,One Sample t-test,two.sided
